transaction_id,user_id,cohort_group,transaction_date,mrr_amount,event_type
TXN-1537-04,USER-1537,2025-03,2025-05-01,999.0,Standard Renewal
TXN-1537-05,USER-1537,2025-03,2025-05-31,999.0,Standard Renewal
TXN-1537-06,USER-1537,2025-03,2025-06-30,999.0,Standard Renewal
TXN-1537-07,USER-1537,2025-03,2025-07-30,1298.7,Tier Upgrade
TXN-1537-08,USER-1537,2025-03,2025-08-29,999.0,Standard Renewal
TXN-1537-09,USER-1537,2025-03,2025-09-28,999.0,Standard Renewal
TXN-1537-10,USER-1537,2025-03,2025-10-28,999.0,Standard Renewal
TXN-1537-11,USER-1537,2025-03,2025-11-27,1298.7,Tier Upgrade
TXN-1538-01,USER-1538,2025-01,2025-01-31,299.0,Standard Renewal
TXN-1538-02,USER-1538,2025-01,2025-03-02,299.0,Standard Renewal
TXN-1538-03,USER-1538,2025-01,2025-04-01,299.0,Standard Renewal
TXN-1538-04,USER-1538,2025-01,2025-05-01,299.0,Standard Renewal
TXN-1538-05,USER-1538,2025-01,2025-05-31,299.0,Standard Renewal
TXN-1538-06,USER-1538,2025-01,2025-06-30,299.0,Standard Renewal
TXN-1538-07,USER-1538,2025-01,2025-07-30,299.0,Standard Renewal
TXN-1538-08,USER-1538,2025-01,2025-08-29,299.0,Standard Renewal
TXN-1539-02,USER-1539,2025-03,2025-03-02,599.0,Standard Renewal
TXN-1539-03,USER-1539,2025-03,2025-04-01,599.0,Standard Renewal
TXN-1540-07,USER-1540,2025-07,2025-07-30,599.0,Standard Renewal
TXN-1540-08,USER-1540,2025-07,2025-08-29,599.0,Standard Renewal
TXN-1540-09,USER-1540,2025-07,2025-09-28,599.0,Standard Renewal
TXN-1540-10,USER-1540,2025-07,2025-10-28,599.0,Standard Renewal
TXN-1540-11,USER-1540,2025-07,2025-11-27,599.0,Standard Renewal
TXN-1541-00,USER-1541,2025-01,2025-01-01,299.0,Standard Renewal
TXN-1541-01,USER-1541,2025-01,2025-01-31,388.7,Tier Upgrade
TXN-1541-02,USER-1541,2025-01,2025-03-02,299.0,Standard Renewal
TXN-1541-03,USER-1541,2025-01,2025-04-01,209.3,Contraction
TXN-1541-04,USER-1541,2025-01,2025-05-01,299.0,Standard Renewal
TXN-1541-05,USER-1541,2025-01,2025-05-31,299.0,Standard Renewal
TXN-1542-09,USER-1542,2025-09,2025-09-28,299.0,Standard Renewal
TXN-1543-00,USER-1543,2025-01,2025-01-01,299.0,Standard Renewal
TXN-1543-01,USER-1543,2025-01,2025-01-31,299.0,Standard Renewal
TXN-1543-02,USER-1543,2025-01,2025-03-02,299.0,Standard Renewal
TXN-1543-03,USER-1543,2025-01,2025-04-01,299.0,Standard Renewal
TXN-1543-04,USER-1543,2025-01,2025-05-01,299.0,Standard Renewal
TXN-1543-05,USER-1543,2025-01,2025-05-31,299.0,Standard Renewal
TXN-1543-06,USER-1543,2025-01,2025-06-30,299.0,Standard Renewal
TXN-1543-07,USER-1543,2025-01,2025-07-30,388.7,Tier Upgrade
TXN-1543-08,USER-1543,2025-01,2025-08-29,299.0,Standard Renewal
TXN-1544-11,USER-1544,2025-11,2025-11-27,1298.7,Tier Upgrade
TXN-1545-09,USER-1545,2025-09,2025-09-28,299.0,Standard Renewal
TXN-1545-10,USER-1545,2025-09,2025-10-28,299.0,Standard Renewal
TXN-1545-11,USER-1545,2025-09,2025-11-27,299.0,Standard Renewal
TXN-1546-01,USER-1546,2025-01,2025-01-31,999.0,Standard Renewal
TXN-1546-02,USER-1546,2025-01,2025-03-02,999.0,Standard Renewal
TXN-1546-03,USER-1546,2025-01,2025-04-01,999.0,Standard Renewal
TXN-1546-04,USER-1546,2025-01,2025-05-01,999.0,Standard Renewal
TXN-1546-05,USER-1546,2025-01,2025-05-31,999.0,Standard Renewal
TXN-1546-06,USER-1546,2025-01,2025-06-30,999.0,Standard Renewal
TXN-1547-11,USER-1547,2025-11,2025-11-27,999.0,Standard Renewal
TXN-1548-05,USER-1548,2025-05,2025-05-31,999.0,Standard Renewal
TXN-1548-06,USER-1548,2025-05,2025-06-30,999.0,Standard Renewal
TXN-1548-07,USER-1548,2025-05,2025-07-30,999.0,Standard Renewal
TXN-1549-11,USER-1549,2025-11,2025-11-27,599.0,Standard Renewal
TXN-1550-09,USER-1550,2025-09,2025-09-28,299.0,Standard Renewal
TXN-1550-10,USER-1550,2025-09,2025-10-28,299.0,Standard Renewal
TXN-1550-11,USER-1550,2025-09,2025-11-27,299.0,Standard Renewal
TXN-1551-05,USER-1551,2025-05,2025-05-31,599.0,Standard Renewal
TXN-1551-06,USER-1551,2025-05,2025-06-30,599.0,Standard Renewal
TXN-1551-07,USER-1551,2025-05,2025-07-30,599.0,Standard Renewal
TXN-1551-08,USER-1551,2025-05,2025-08-29,599.0,Standard Renewal
TXN-1551-09,USER-1551,2025-05,2025-09-28,599.0,Standard Renewal
TXN-1551-10,USER-1551,2025-05,2025-10-28,778.7,Tier Upgrade
TXN-1551-11,USER-1551,2025-05,2025-11-27,599.0,Standard Renewal
TXN-1552-05,USER-1552,2025-05,2025-05-31,599.0,Standard Renewal
TXN-1552-06,USER-1552,2025-05,2025-06-30,599.0,Standard Renewal
TXN-1552-07,USER-1552,2025-05,2025-07-30,599.0,Standard Renewal
TXN-1552-08,USER-1552,2025-05,2025-08-29,599.0,Standard Renewal
TXN-1552-09,USER-1552,2025-05,2025-09-28,599.0,Standard Renewal
TXN-1552-10,USER-1552,2025-05,2025-10-28,599.0,Standard Renewal
TXN-1552-11,USER-1552,2025-05,2025-11-27,599.0,Standard Renewal
TXN-1553-05,USER-1553,2025-05,2025-05-31,599.0,Standard Renewal
TXN-1553-06,USER-1553,2025-05,2025-06-30,599.0,Standard Renewal
TXN-1553-07,USER-1553,2025-05,2025-07-30,599.0,Standard Renewal
TXN-1553-08,USER-1553,2025-05,2025-08-29,599.0,Standard Renewal
TXN-1553-09,USER-1553,2025-05,2025-09-28,599.0,Standard Renewal
TXN-1554-05,USER-1554,2025-05,2025-05-31,599.0,Standard Renewal
TXN-1554-06,USER-1554,2025-05,2025-06-30,599.0,Standard Renewal
TXN-1554-07,USER-1554,2025-05,2025-07-30,778.7,Tier Upgrade
TXN-1554-08,USER-1554,2025-05,2025-08-29,599.0,Standard Renewal
TXN-1554-09,USER-1554,2025-05,2025-09-28,599.0,Standard Renewal
TXN-1554-10,USER-1554,2025-05,2025-10-28,599.0,Standard Renewal
TXN-1554-11,USER-1554,2025-05,2025-11-27,599.0,Standard Renewal
TXN-1555-00,USER-1555,2025-01,2025-01-01,999.0,Standard Renewal
TXN-1555-01,USER-1555,2025-01,2025-01-31,999.0,Standard Renewal
TXN-1555-02,USER-1555,2025-01,2025-03-02,999.0,Standard Renewal
TXN-1556-05,USER-1556,2025-05,2025-05-31,299.0,Standard Renewal
TXN-1556-06,USER-1556,2025-05,2025-06-30,388.7,Tier Upgrade
TXN-1556-07,USER-1556,2025-05,2025-07-30,299.0,Standard Renewal
TXN-1556-08,USER-1556,2025-05,2025-08-29,299.0,Standard Renewal
TXN-1556-09,USER-1556,2025-05,2025-09-28,299.0,Standard Renewal
TXN-1557-06,USER-1557,2025-06,2025-06-30,599.0,Standard Renewal
TXN-1557-07,USER-1557,2025-06,2025-07-30,599.0,Standard Renewal
TXN-1557-08,USER-1557,2025-06,2025-08-29,599.0,Standard Renewal
TXN-1557-09,USER-1557,2025-06,2025-09-28,599.0,Standard Renewal
TXN-1557-10,USER-1557,2025-06,2025-10-28,599.0,Standard Renewal
TXN-1558-02,USER-1558,2025-03,2025-03-02,999.0,Standard Renewal
TXN-1558-03,USER-1558,2025-03,2025-04-01,1298.7,Tier Upgrade
TXN-1558-04,USER-1558,2025-03,2025-05-01,999.0,Standard Renewal
TXN-1559-10,USER-1559,2025-10,2025-10-28,999.0,Standard Renewal
TXN-1559-11,USER-1559,2025-10,2025-11-27,999.0,Standard Renewal
TXN-1560-01,USER-1560,2025-01,2025-01-31,1298.7,Tier Upgrade
TXN-1560-02,USER-1560,2025-01,2025-03-02,999.0,Standard Renewal
TXN-1560-03,USER-1560,2025-01,2025-04-01,999.0,Standard Renewal
TXN-1561-07,USER-1561,2025-07,2025-07-30,299.0,Standard Renewal
TXN-1561-08,USER-1561,2025-07,2025-08-29,299.0,Standard Renewal
TXN-1561-09,USER-1561,2025-07,2025-09-28,299.0,Standard Renewal
TXN-1561-10,USER-1561,2025-07,2025-10-28,299.0,Standard Renewal
TXN-1561-11,USER-1561,2025-07,2025-11-27,299.0,Standard Renewal
TXN-1562-05,USER-1562,2025-05,2025-05-31,299.0,Standard Renewal
TXN-1562-06,USER-1562,2025-05,2025-06-30,299.0,Standard Renewal
TXN-1562-07,USER-1562,2025-05,2025-07-30,299.0,Standard Renewal
TXN-1562-08,USER-1562,2025-05,2025-08-29,299.0,Standard Renewal
TXN-1562-09,USER-1562,2025-05,2025-09-28,299.0,Standard Renewal
TXN-1562-10,USER-1562,2025-05,2025-10-28,299.0,Standard Renewal
TXN-1563-10,USER-1563,2025-10,2025-10-28,388.7,Tier Upgrade
TXN-1563-11,USER-1563,2025-10,2025-11-27,299.0,Standard Renewal
TXN-1564-08,USER-1564,2025-08,2025-08-29,599.0,Standard Renewal
TXN-1564-09,USER-1564,2025-08,2025-09-28,599.0,Standard Renewal
TXN-1564-10,USER-1564,2025-08,2025-10-28,599.0,Standard Renewal
TXN-1564-11,USER-1564,2025-08,2025-11-27,419.3,Contraction
TXN-1565-07,USER-1565,2025-07,2025-07-30,388.7,Tier Upgrade
TXN-1565-08,USER-1565,2025-07,2025-08-29,299.0,Standard Renewal
TXN-1565-09,USER-1565,2025-07,2025-09-28,299.0,Standard Renewal
TXN-1565-10,USER-1565,2025-07,2025-10-28,299.0,Standard Renewal
TXN-1565-11,USER-1565,2025-07,2025-11-27,299.0,Standard Renewal
TXN-1566-00,USER-1566,2025-01,2025-01-01,999.0,Standard Renewal
TXN-1566-01,USER-1566,2025-01,2025-01-31,999.0,Standard Renewal
TXN-1566-02,USER-1566,2025-01,2025-03-02,999.0,Standard Renewal
TXN-1566-03,USER-1566,2025-01,2025-04-01,999.0,Standard Renewal
TXN-1566-04,USER-1566,2025-01,2025-05-01,699.3,Contraction
TXN-1566-05,USER-1566,2025-01,2025-05-31,999.0,Standard Renewal
TXN-1566-06,USER-1566,2025-01,2025-06-30,999.0,Standard Renewal
TXN-1566-07,USER-1566,2025-01,2025-07-30,999.0,Standard Renewal
TXN-1566-08,USER-1566,2025-01,2025-08-29,999.0,Standard Renewal
TXN-1567-11,USER-1567,2025-11,2025-11-27,599.0,Standard Renewal
TXN-1568-10,USER-1568,2025-10,2025-10-28,599.0,Standard Renewal
TXN-1568-11,USER-1568,2025-10,2025-11-27,599.0,Standard Renewal
TXN-1569-08,USER-1569,2025-08,2025-08-29,299.0,Standard Renewal
TXN-1569-09,USER-1569,2025-08,2025-09-28,299.0,Standard Renewal
TXN-1569-10,USER-1569,2025-08,2025-10-28,299.0,Standard Renewal
TXN-1569-11,USER-1569,2025-08,2025-11-27,299.0,Standard Renewal
TXN-1570-05,USER-1570,2025-05,2025-05-31,999.0,Standard Renewal
TXN-1570-06,USER-1570,2025-05,2025-06-30,999.0,Standard Renewal
TXN-1570-07,USER-1570,2025-05,2025-07-30,1298.7,Tier Upgrade
TXN-1571-08,USER-1571,2025-08,2025-08-29,999.0,Standard Renewal
TXN-1571-09,USER-1571,2025-08,2025-09-28,999.0,Standard Renewal
TXN-1571-10,USER-1571,2025-08,2025-10-28,999.0,Standard Renewal
TXN-1571-11,USER-1571,2025-08,2025-11-27,999.0,Standard Renewal
TXN-1572-03,USER-1572,2025-04,2025-04-01,599.0,Standard Renewal
TXN-1572-04,USER-1572,2025-04,2025-05-01,599.0,Standard Renewal
TXN-1572-05,USER-1572,2025-04,2025-05-31,599.0,Standard Renewal
TXN-1572-06,USER-1572,2025-04,2025-06-30,599.0,Standard Renewal
TXN-1572-07,USER-1572,2025-04,2025-07-30,599.0,Standard Renewal
TXN-1572-08,USER-1572,2025-04,2025-08-29,599.0,Standard Renewal
TXN-1572-09,USER-1572,2025-04,2025-09-28,599.0,Standard Renewal
TXN-1572-10,USER-1572,2025-04,2025-10-28,599.0,Standard Renewal
TXN-1572-11,USER-1572,2025-04,2025-11-27,599.0,Standard Renewal
TXN-1573-11,USER-1573,2025-11,2025-11-27,599.0,Standard Renewal
TXN-1574-07,USER-1574,2025-07,2025-07-30,599.0,Standard Renewal
TXN-1574-08,USER-1574,2025-07,2025-08-29,599.0,Standard Renewal
TXN-1574-09,USER-1574,2025-07,2025-09-28,599.0,Standard Renewal
TXN-1575-05,USER-1575,2025-05,2025-05-31,419.3,Contraction
TXN-1575-06,USER-1575,2025-05,2025-06-30,599.0,Standard Renewal
TXN-1575-07,USER-1575,2025-05,2025-07-30,599.0,Standard Renewal
TXN-1575-08,USER-1575,2025-05,2025-08-29,599.0,Standard Renewal
TXN-1575-09,USER-1575,2025-05,2025-09-28,599.0,Standard Renewal
TXN-1575-10,USER-1575,2025-05,2025-10-28,599.0,Standard Renewal
TXN-1575-11,USER-1575,2025-05,2025-11-27,599.0,Standard Renewal
TXN-1576-09,USER-1576,2025-09,2025-09-28,999.0,Standard Renewal
TXN-1576-10,USER-1576,2025-09,2025-10-28,699.3,Contraction
TXN-1577-10,USER-1577,2025-10,2025-10-28,299.0,Standard Renewal
TXN-1577-11,USER-1577,2025-10,2025-11-27,299.0,Standard Renewal
TXN-1578-11,USER-1578,2025-11,2025-11-27,299.0,Standard Renewal
TXN-1579-11,USER-1579,2025-11,2025-11-27,599.0,Standard Renewal
TXN-1580-06,USER-1580,2025-06,2025-06-30,299.0,Standard Renewal
TXN-1580-07,USER-1580,2025-06,2025-07-30,209.3,Contraction
TXN-1580-08,USER-1580,2025-06,2025-08-29,299.0,Standard Renewal
TXN-1581-00,USER-1581,2025-01,2025-01-01,599.0,Standard Renewal
TXN-1581-01,USER-1581,2025-01,2025-01-31,599.0,Standard Renewal
TXN-1581-02,USER-1581,2025-01,2025-03-02,599.0,Standard Renewal
TXN-1581-03,USER-1581,2025-01,2025-04-01,419.3,Contraction
TXN-1581-04,USER-1581,2025-01,2025-05-01,778.7,Tier Upgrade
TXN-1582-02,USER-1582,2025-03,2025-03-02,299.0,Standard Renewal
TXN-1582-03,USER-1582,2025-03,2025-04-01,299.0,Standard Renewal
TXN-1583-02,USER-1583,2025-03,2025-03-02,299.0,Standard Renewal
TXN-1583-03,USER-1583,2025-03,2025-04-01,299.0,Standard Renewal
TXN-1583-04,USER-1583,2025-03,2025-05-01,299.0,Standard Renewal
TXN-1583-05,USER-1583,2025-03,2025-05-31,299.0,Standard Renewal
TXN-1583-06,USER-1583,2025-03,2025-06-30,299.0,Standard Renewal
TXN-1583-07,USER-1583,2025-03,2025-07-30,299.0,Standard Renewal
TXN-1584-01,USER-1584,2025-01,2025-01-31,299.0,Standard Renewal
TXN-1584-02,USER-1584,2025-01,2025-03-02,299.0,Standard Renewal
TXN-1584-03,USER-1584,2025-01,2025-04-01,299.0,Standard Renewal
TXN-1584-04,USER-1584,2025-01,2025-05-01,299.0,Standard Renewal
TXN-1584-05,USER-1584,2025-01,2025-05-31,299.0,Standard Renewal
TXN-1585-04,USER-1585,2025-05,2025-05-01,299.0,Standard Renewal
TXN-1585-05,USER-1585,2025-05,2025-05-31,299.0,Standard Renewal
TXN-1585-06,USER-1585,2025-05,2025-06-30,299.0,Standard Renewal
TXN-1585-07,USER-1585,2025-05,2025-07-30,299.0,Standard Renewal
TXN-1585-08,USER-1585,2025-05,2025-08-29,299.0,Standard Renewal
TXN-1585-09,USER-1585,2025-05,2025-09-28,299.0,Standard Renewal
TXN-1585-10,USER-1585,2025-05,2025-10-28,299.0,Standard Renewal
TXN-1586-04,USER-1586,2025-05,2025-05-01,999.0,Standard Renewal
TXN-1586-05,USER-1586,2025-05,2025-05-31,999.0,Standard Renewal
TXN-1586-06,USER-1586,2025-05,2025-06-30,999.0,Standard Renewal
TXN-1586-07,USER-1586,2025-05,2025-07-30,999.0,Standard Renewal
TXN-1586-08,USER-1586,2025-05,2025-08-29,999.0,Standard Renewal
TXN-1586-09,USER-1586,2025-05,2025-09-28,999.0,Standard Renewal
TXN-1586-10,USER-1586,2025-05,2025-10-28,999.0,Standard Renewal
TXN-1586-11,USER-1586,2025-05,2025-11-27,999.0,Standard Renewal
TXN-1587-00,USER-1587,2025-01,2025-01-01,999.0,Standard Renewal
TXN-1587-01,USER-1587,2025-01,2025-01-31,1298.7,Tier Upgrade
TXN-1587-02,USER-1587,2025-01,2025-03-02,999.0,Standard Renewal
TXN-1587-03,USER-1587,2025-01,2025-04-01,999.0,Standard Renewal
TXN-1587-04,USER-1587,2025-01,2025-05-01,1298.7,Tier Upgrade
TXN-1587-05,USER-1587,2025-01,2025-05-31,999.0,Standard Renewal
TXN-1588-09,USER-1588,2025-09,2025-09-28,299.0,Standard Renewal
TXN-1588-10,USER-1588,2025-09,2025-10-28,299.0,Standard Renewal
TXN-1588-11,USER-1588,2025-09,2025-11-27,299.0,Standard Renewal
TXN-1589-05,USER-1589,2025-05,2025-05-31,999.0,Standard Renewal
TXN-1589-06,USER-1589,2025-05,2025-06-30,999.0,Standard Renewal
TXN-1589-07,USER-1589,2025-05,2025-07-30,999.0,Standard Renewal
TXN-1589-08,USER-1589,2025-05,2025-08-29,999.0,Standard Renewal
TXN-1589-09,USER-1589,2025-05,2025-09-28,999.0,Standard Renewal
TXN-1589-10,USER-1589,2025-05,2025-10-28,999.0,Standard Renewal
TXN-1589-11,USER-1589,2025-05,2025-11-27,999.0,Standard Renewal
TXN-1590-02,USER-1590,2025-03,2025-03-02,299.0,Standard Renewal
TXN-1590-03,USER-1590,2025-03,2025-04-01,388.7,Tier Upgrade
TXN-1590-04,USER-1590,2025-03,2025-05-01,299.0,Standard Renewal
TXN-1590-05,USER-1590,2025-03,2025-05-31,299.0,Standard Renewal
TXN-1590-06,USER-1590,2025-03,2025-06-30,299.0,Standard Renewal
TXN-1590-07,USER-1590,2025-03,2025-07-30,299.0,Standard Renewal
TXN-1590-08,USER-1590,2025-03,2025-08-29,299.0,Standard Renewal
TXN-1591-02,USER-1591,2025-03,2025-03-02,299.0,Standard Renewal
TXN-1591-03,USER-1591,2025-03,2025-04-01,299.0,Standard Renewal
TXN-1591-04,USER-1591,2025-03,2025-05-01,299.0,Standard Renewal
TXN-1591-05,USER-1591,2025-03,2025-05-31,299.0,Standard Renewal
TXN-1591-06,USER-1591,2025-03,2025-06-30,299.0,Standard Renewal
TXN-1591-07,USER-1591,2025-03,2025-07-30,299.0,Standard Renewal
TXN-1591-08,USER-1591,2025-03,2025-08-29,388.7,Tier Upgrade
TXN-1591-09,USER-1591,2025-03,2025-09-28,299.0,Standard Renewal
TXN-1591-10,USER-1591,2025-03,2025-10-28,299.0,Standard Renewal
TXN-1591-11,USER-1591,2025-03,2025-11-27,299.0,Standard Renewal
TXN-1592-01,USER-1592,2025-01,2025-01-31,999.0,Standard Renewal
TXN-1592-02,USER-1592,2025-01,2025-03-02,999.0,Standard Renewal
TXN-1592-03,USER-1592,2025-01,2025-04-01,999.0,Standard Renewal
TXN-1592-04,USER-1592,2025-01,2025-05-01,999.0,Standard Renewal
TXN-1592-05,USER-1592,2025-01,2025-05-31,999.0,Standard Renewal
TXN-1592-06,USER-1592,2025-01,2025-06-30,999.0,Standard Renewal
TXN-1592-07,USER-1592,2025-01,2025-07-30,999.0,Standard Renewal
TXN-1592-08,USER-1592,2025-01,2025-08-29,999.0,Standard Renewal
TXN-1593-10,USER-1593,2025-10,2025-10-28,999.0,Standard Renewal
TXN-1593-11,USER-1593,2025-10,2025-11-27,999.0,Standard Renewal
TXN-1594-05,USER-1594,2025-05,2025-05-31,999.0,Standard Renewal
TXN-1594-06,USER-1594,2025-05,2025-06-30,999.0,Standard Renewal
TXN-1594-07,USER-1594,2025-05,2025-07-30,999.0,Standard Renewal
TXN-1594-08,USER-1594,2025-05,2025-08-29,999.0,Standard Renewal
TXN-1594-09,USER-1594,2025-05,2025-09-28,999.0,Standard Renewal
TXN-1594-10,USER-1594,2025-05,2025-10-28,999.0,Standard Renewal
TXN-1595-07,USER-1595,2025-07,2025-07-30,999.0,Standard Renewal
TXN-1595-08,USER-1595,2025-07,2025-08-29,999.0,Standard Renewal
TXN-1595-09,USER-1595,2025-07,2025-09-28,999.0,Standard Renewal
TXN-1595-10,USER-1595,2025-07,2025-10-28,699.3,Contraction
TXN-1596-00,USER-1596,2025-01,2025-01-01,299.0,Standard Renewal
TXN-1596-01,USER-1596,2025-01,2025-01-31,299.0,Standard Renewal
TXN-1596-02,USER-1596,2025-01,2025-03-02,299.0,Standard Renewal
TXN-1597-11,USER-1597,2025-11,2025-11-27,599.0,Standard Renewal
TXN-1598-10,USER-1598,2025-10,2025-10-28,388.7,Tier Upgrade
TXN-1598-11,USER-1598,2025-10,2025-11-27,299.0,Standard Renewal
TXN-1599-06,USER-1599,2025-06,2025-06-30,599.0,Standard Renewal
TXN-1599-07,USER-1599,2025-06,2025-07-30,599.0,Standard Renewal
TXN-1599-08,USER-1599,2025-06,2025-08-29,599.0,Standard Renewal
TXN-1599-09,USER-1599,2025-06,2025-09-28,599.0,Standard Renewal
TXN-1600-08,USER-1600,2025-08,2025-08-29,599.0,Standard Renewal
TXN-1600-09,USER-1600,2025-08,2025-09-28,599.0,Standard Renewal
TXN-1600-10,USER-1600,2025-08,2025-10-28,599.0,Standard Renewal
TXN-1600-11,USER-1600,2025-08,2025-11-27,599.0,Standard Renewal
TXN-1601-07,USER-1601,2025-07,2025-07-30,599.0,Standard Renewal
TXN-1601-08,USER-1601,2025-07,2025-08-29,599.0,Standard Renewal
TXN-1601-09,USER-1601,2025-07,2025-09-28,599.0,Standard Renewal
TXN-1601-10,USER-1601,2025-07,2025-10-28,599.0,Standard Renewal
TXN-1601-11,USER-1601,2025-07,2025-11-27,599.0,Standard Renewal
TXN-1602-10,USER-1602,2025-10,2025-10-28,299.0,Standard Renewal
TXN-1602-11,USER-1602,2025-10,2025-11-27,299.0,Standard Renewal
TXN-1603-02,USER-1603,2025-03,2025-03-02,999.0,Standard Renewal
TXN-1603-03,USER-1603,2025-03,2025-04-01,999.0,Standard Renewal
TXN-1603-04,USER-1603,2025-03,2025-05-01,999.0,Standard Renewal
TXN-1603-05,USER-1603,2025-03,2025-05-31,999.0,Standard Renewal
TXN-1603-06,USER-1603,2025-03,2025-06-30,999.0,Standard Renewal
TXN-1603-07,USER-1603,2025-03,2025-07-30,999.0,Standard Renewal
TXN-1603-08,USER-1603,2025-03,2025-08-29,999.0,Standard Renewal
TXN-1603-09,USER-1603,2025-03,2025-09-28,999.0,Standard Renewal
TXN-1603-10,USER-1603,2025-03,2025-10-28,999.0,Standard Renewal
TXN-1605-08,USER-1605,2025-08,2025-08-29,599.0,Standard Renewal
TXN-1605-09,USER-1605,2025-08,2025-09-28,599.0,Standard Renewal
TXN-1605-10,USER-1605,2025-08,2025-10-28,599.0,Standard Renewal
TXN-1605-11,USER-1605,2025-08,2025-11-27,599.0,Standard Renewal
TXN-1607-01,USER-1607,2025-01,2025-01-31,599.0,Standard Renewal
TXN-1607-02,USER-1607,2025-01,2025-03-02,599.0,Standard Renewal
TXN-1607-03,USER-1607,2025-01,2025-04-01,599.0,Standard Renewal
TXN-1607-04,USER-1607,2025-01,2025-05-01,599.0,Standard Renewal
TXN-1607-05,USER-1607,2025-01,2025-05-31,599.0,Standard Renewal
TXN-1607-06,USER-1607,2025-01,2025-06-30,599.0,Standard Renewal
TXN-1607-07,USER-1607,2025-01,2025-07-30,599.0,Standard Renewal
TXN-1607-08,USER-1607,2025-01,2025-08-29,419.3,Contraction
TXN-1607-09,USER-1607,2025-01,2025-09-28,599.0,Standard Renewal
TXN-1607-10,USER-1607,2025-01,2025-10-28,599.0,Standard Renewal
TXN-1607-11,USER-1607,2025-01,2025-11-27,599.0,Standard Renewal
TXN-1608-01,USER-1608,2025-01,2025-01-31,699.3,Contraction
TXN-1609-04,USER-1609,2025-05,2025-05-01,778.7,Tier Upgrade
TXN-1609-05,USER-1609,2025-05,2025-05-31,599.0,Standard Renewal
TXN-1610-03,USER-1610,2025-04,2025-04-01,699.3,Contraction
TXN-1610-04,USER-1610,2025-04,2025-05-01,999.0,Standard Renewal
TXN-1610-05,USER-1610,2025-04,2025-05-31,699.3,Contraction
TXN-1610-06,USER-1610,2025-04,2025-06-30,999.0,Standard Renewal
TXN-1610-07,USER-1610,2025-04,2025-07-30,999.0,Standard Renewal
TXN-1611-09,USER-1611,2025-09,2025-09-28,999.0,Standard Renewal
TXN-1611-10,USER-1611,2025-09,2025-10-28,1298.7,Tier Upgrade
TXN-1611-11,USER-1611,2025-09,2025-11-27,1298.7,Tier Upgrade
TXN-1612-06,USER-1612,2025-06,2025-06-30,599.0,Standard Renewal
TXN-1612-07,USER-1612,2025-06,2025-07-30,599.0,Standard Renewal
TXN-1612-08,USER-1612,2025-06,2025-08-29,599.0,Standard Renewal
TXN-1612-09,USER-1612,2025-06,2025-09-28,599.0,Standard Renewal
TXN-1612-10,USER-1612,2025-06,2025-10-28,599.0,Standard Renewal
TXN-1612-11,USER-1612,2025-06,2025-11-27,599.0,Standard Renewal
TXN-1613-08,USER-1613,2025-08,2025-08-29,999.0,Standard Renewal
TXN-1613-09,USER-1613,2025-08,2025-09-28,999.0,Standard Renewal
TXN-1613-10,USER-1613,2025-08,2025-10-28,999.0,Standard Renewal
TXN-1613-11,USER-1613,2025-08,2025-11-27,999.0,Standard Renewal
TXN-1614-00,USER-1614,2025-01,2025-01-01,299.0,Standard Renewal
TXN-1614-01,USER-1614,2025-01,2025-01-31,299.0,Standard Renewal
TXN-1614-02,USER-1614,2025-01,2025-03-02,299.0,Standard Renewal
TXN-1614-03,USER-1614,2025-01,2025-04-01,299.0,Standard Renewal
TXN-1614-04,USER-1614,2025-01,2025-05-01,299.0,Standard Renewal
TXN-1614-05,USER-1614,2025-01,2025-05-31,388.7,Tier Upgrade
TXN-1615-03,USER-1615,2025-04,2025-04-01,599.0,Standard Renewal
TXN-1615-04,USER-1615,2025-04,2025-05-01,599.0,Standard Renewal
TXN-1615-05,USER-1615,2025-04,2025-05-31,599.0,Standard Renewal
TXN-1616-04,USER-1616,2025-05,2025-05-01,599.0,Standard Renewal
TXN-1616-05,USER-1616,2025-05,2025-05-31,599.0,Standard Renewal
TXN-1616-06,USER-1616,2025-05,2025-06-30,599.0,Standard Renewal
TXN-1617-01,USER-1617,2025-01,2025-01-31,299.0,Standard Renewal
TXN-1617-02,USER-1617,2025-01,2025-03-02,299.0,Standard Renewal
TXN-1617-03,USER-1617,2025-01,2025-04-01,299.0,Standard Renewal
TXN-1617-04,USER-1617,2025-01,2025-05-01,299.0,Standard Renewal
TXN-1617-05,USER-1617,2025-01,2025-05-31,299.0,Standard Renewal
TXN-1618-09,USER-1618,2025-09,2025-09-28,299.0,Standard Renewal
TXN-1618-10,USER-1618,2025-09,2025-10-28,299.0,Standard Renewal
TXN-1618-11,USER-1618,2025-09,2025-11-27,299.0,Standard Renewal
TXN-1619-03,USER-1619,2025-04,2025-04-01,599.0,Standard Renewal
TXN-1619-04,USER-1619,2025-04,2025-05-01,599.0,Standard Renewal
TXN-1619-05,USER-1619,2025-04,2025-05-31,599.0,Standard Renewal
TXN-1619-06,USER-1619,2025-04,2025-06-30,599.0,Standard Renewal
TXN-1619-07,USER-1619,2025-04,2025-07-30,599.0,Standard Renewal
TXN-1619-08,USER-1619,2025-04,2025-08-29,599.0,Standard Renewal
TXN-1619-09,USER-1619,2025-04,2025-09-28,599.0,Standard Renewal
TXN-1619-10,USER-1619,2025-04,2025-10-28,599.0,Standard Renewal
